  -1.3941267e-01   1.4632596e-01  -1.1147240e-01   9.8143578e-02   4.0947208e-02   1.1894633e-01   5.4944619e-02   1.1384189e-02  -1.1855249e-01   3.5536869e-02  -7.0201399e-02  -2.5770267e-02   6.0499152e-03  -1.6643539e-03  -1.7564251e-01   1.0239537e-01   3.5990341e-02  -1.6555538e-01  -6.6556551e-02  -1.2914613e-01  -2.1888879e-01  -1.4136883e-01  -4.6415465e-02   2.0773169e-02   3.7609757e-02  -1.0748352e-01  -1.9554186e-02   2.5167115e-02   2.8703313e-02   4.3769883e-02   1.0058379e-01   4.8107398e-02   1.5571875e-01   1.8986757e-01   1.9208991e-01   1.8192292e-01   6.9696266e-02   3.3114812e-01   3.8256124e-01   1.1167314e-01   2.5086315e-03   2.1523801e-01   1.5162739e-01   2.8919074e-01   3.9276809e-01   3.7939618e-01   3.4570080e-01   1.2034312e-01   4.1314008e-01   4.1927525e-01
   2.7918247e-02   5.0145058e-02   1.5493027e-02  -1.5887270e-02  -8.3841579e-02  -1.2404110e-01  -7.2045200e-02  -1.8445517e-01   8.4775967e-02   1.0140692e-01  -1.0039479e-01  -1.0442579e-01   1.1318146e-01  -1.8039386e-01  -1.2899541e-01   1.4878232e-01   8.8978046e-02  -6.0581554e-02   5.0308083e-02   5.6825195e-02  -2.4440223e-01   9.7506571e-02  -7.5137212e-02   9.1748895e-02   6.7947406e-02   6.3884935e-02   1.8400211e-01  -2.9430563e-03   9.9993269e-02  -4.0663456e-02   1.0152203e-01   4.7195938e-02  -1.2893042e-01   3.9315364e-02   2.7823137e-01   2.3615339e-01   3.1576271e-01   1.7012971e-01   1.3586065e-01   4.1518871e-01   1.3763751e-01   3.8236915e-01   3.9216910e-01   1.6066926e-01   3.1352389e-01   1.5370211e-01   3.8170914e-01   4.8349327e-01   4.9334215e-01   3.7949408e-01
   7.9106935e-03  -2.3498472e-02  -5.1631823e-02   6.9196715e-02   4.2934595e-05  -4.4475110e-02  -1.0351292e-01   4.0387650e-02  -1.3524300e-02   3.6940666e-02  -1.2895170e-01   6.2222025e-02  -4.1932859e-02  -7.5237006e-02  -1.3462190e-01   1.5649498e-01  -9.3805720e-02  -8.7907394e-02   2.2343245e-02   3.9187348e-02   4.8425321e-02  -4.3873387e-02  -2.6374673e-02   1.0658961e-01   2.2796531e-01  -1.8042504e-02   3.3306889e-02   8.2240356e-02   6.1523746e-02   7.0955268e-02   1.3545178e-01   2.7108713e-01   2.0736120e-01   7.9976916e-02   1.7454358e-01   4.5843276e-02   3.2655743e-01   2.6235983e-01   3.1250697e-01   2.1210468e-01   1.5718389e-01   2.1127530e-01   3.3224675e-01   4.7634583e-01   3.3865932e-01   4.0263147e-01   3.0853198e-01   4.7718918e-01   1.2882209e-01   5.1601353e-01
  -5.8754616e-02  -7.0820890e-02   1.1683690e-02  -2.4936679e-03  -8.4364984e-02   8.6019172e-02   8.0013138e-03   9.0924373e-02  -5.4139658e-02   1.6110647e-01   8.9908639e-02  -5.1324714e-02  -1.0285424e-01  -1.3793757e-02   3.1366694e-02   1.1764346e-01  -7.8946800e-02   1.3433155e-01  -1.3161388e-02  -1.3511322e-03   1.4990798e-01  -5.5813384e-02   8.7827033e-02  -1.3236161e-01  -1.3662943e-02  -1.6452638e-02  -9.8894654e-02   6.6273712e-02   3.0948180e-02   4.2076068e-02   2.3151138e-01   9.8805729e-02   2.1345871e-01  -4.5594690e-02   3.0980585e-01   1.1039597e-01   1.5424760e-02   1.1023242e-01   1.5579409e-01   2.0461118e-01   1.6304776e-01   1.9552079e-01   2.3766507e-01   4.0209004e-01   4.2946929e-01   3.9385075e-01   4.4430679e-01   3.5422495e-01   4.2287201e-01   4.2833801e-01
  -3.7696403e-02   1.2468332e-01   9.2407641e-02  -1.6870362e-01   2.2944226e-01  -1.0650539e-01  -1.3386953e-01   3.1439548e-02   7.8553908e-02  -4.9409884e-02   4.9100449e-02  -9.0168165e-02   1.1034409e-01   1.0595746e-01  -4.7451262e-02  -5.0886425e-02   5.3092804e-02  -2.1801443e-02  -4.3246347e-02   3.0734837e-03   8.8736635e-02   1.0109877e-01  -4.7107322e-02   3.6567969e-02  -8.5167456e-02   8.7361632e-02   1.5953781e-01   1.8155894e-01   1.0099853e-01   1.9668684e-01   3.0039751e-02   7.3305700e-02   2.5898153e-01   2.4960410e-01   8.3927464e-02   1.5468505e-01   3.1107864e-01   2.4252592e-01   4.0756633e-01   4.5945625e-01   3.9674530e-01   3.3742951e-01   3.1593133e-01   2.7208146e-01   2.6442066e-01   3.5637782e-01   3.2498265e-01   5.5092964e-01   4.7178409e-01   6.3368875e-01
  -5.4392533e-02  -1.6405782e-02   1.2891236e-02  -1.6422642e-01  -7.8783424e-02   1.5625118e-01   1.4857248e-01   1.5983643e-02   7.8426984e-02  -5.9436148e-02  -5.2884963e-02   2.1138878e-02  -2.0056481e-01  -2.5367727e-02   1.3481833e-01   2.3123882e-01   2.5691981e-02   5.9943689e-02  -8.8307013e-02  -4.4245150e-02  -1.8951750e-01   8.0552523e-02   1.8242624e-02   1.3340749e-01   2.2255194e-01   7.2205075e-02  -5.7461512e-02   1.3337772e-01  -5.3222174e-02   9.7925270e-02   1.0318141e-01   2.9947597e-02   1.5108044e-01   7.3573014e-02   2.9281437e-01   2.9403982e-01   5.0414413e-01   1.9321974e-01   2.2676114e-01   2.6040295e-01   4.4108865e-01   1.5890148e-01   2.0947023e-01   4.2757623e-01   3.6134461e-01   4.1082917e-01   6.0001359e-01   4.3758319e-01   3.8610877e-01   5.2681350e-01
   9.8214692e-02  -1.5944578e-02  -1.3295584e-01   1.1922303e-01   3.9304723e-02  -9.0053923e-02   7.4897624e-02  -4.3058704e-02  -7.4330205e-02   1.1136262e-01  -2.5409335e-02   1.6070799e-01  -1.1593218e-01  -8.4968533e-02   1.0011656e-02  -8.4194490e-02   4.8765740e-02   7.1563865e-02   6.8619655e-02   5.3572265e-02  -8.9741460e-02  -3.9143274e-02  -9.6698003e-05   1.5148333e-01  -6.2164362e-03  -3.7900449e-02  -9.5590664e-03   8.3906508e-02   2.4816435e-01   2.0442367e-01   5.9504936e-02   2.0897234e-01   4.0938359e-01   3.7708063e-01   8.9342667e-02   2.5132553e-01   3.4587939e-01   2.4960140e-01   2.4803042e-01   4.2527316e-01   1.9973110e-01   3.7811993e-01   4.5054849e-01   3.8833930e-01   2.3616551e-01   3.5887702e-01   4.9517677e-01   3.2779466e-01   5.5346507e-01   6.0866161e-01
   3.8422569e-02  -4.7532585e-02   4.2417519e-02  -3.7538400e-02  -5.6289443e-03  -3.8504341e-02  -8.3997668e-02  -1.7538120e-01   1.2539699e-01   3.6520597e-02   3.9252315e-02  -5.9839820e-03  -9.7747060e-02   1.7049084e-01  -9.9611252e-02  -2.8079929e-02  -8.6221062e-02   1.0591928e-01  -8.7966073e-02   4.3958439e-02  -3.6430785e-02   1.0472345e-01   1.2019580e-01   4.9477309e-02   1.0465999e-01   3.2657674e-01   2.1754636e-01   2.8320527e-01   1.6512731e-01   9.6417557e-02   2.0652402e-02   2.0874204e-01   1.2174150e-01   1.1521575e-01   2.4603438e-01   4.8755982e-01   3.0875893e-01   1.6575117e-01   2.3352664e-01   3.5440200e-01   1.4895980e-01   4.2663117e-01   4.7124951e-01   4.9862737e-01   3.3372049e-01   5.6923289e-01   5.0108501e-01   5.9931455e-01   3.4620748e-01   5.5408483e-01
  -6.7432399e-02  -7.6641402e-02   1.3902485e-01   1.0999451e-01  -9.0110191e-02   6.3915801e-02   6.3921781e-02  -2.8987395e-03  -5.0251603e-03  -1.3421211e-01   3.4258363e-02   9.2228209e-02   5.0162459e-02  -7.6043479e-02  -1.7025797e-01   9.6223524e-02   1.6876378e-01   1.3834414e-01   2.6753981e-02   2.3684395e-01  -9.8169599e-02   1.1636087e-01   2.1308272e-01   2.0763699e-01   2.3449933e-01  -3.2379305e-02   9.1685567e-02   1.5438329e-01   1.6159497e-01   4.5903201e-01   1.9508968e-01   3.7185171e-01   2.9795793e-01   3.0265257e-01   2.7374003e-01   3.5130410e-01   8.6385055e-02   2.5009307e-01   2.1680093e-01   4.1980393e-01   3.8129911e-01   2.7609428e-01   4.5959490e-01   4.9494173e-01   3.9474801e-01   5.3907921e-01   5.1638888e-01   4.1923567e-01   4.8662987e-01   6.4166348e-01
   6.4295161e-02   7.4657173e-02   7.5249329e-02  -1.2484515e-02  -3.9627364e-02   6.2977809e-02  -7.5737136e-02   6.8211904e-02   1.9192146e-01  -4.0529203e-02  -4.6411034e-02  -1.1695724e-02   1.2407477e-01  -1.6655997e-01   6.3666278e-02  -6.2366187e-02  -9.7308965e-02   4.9740895e-02   7.8847304e-02   8.1935588e-02   1.8708898e-01  -6.6600852e-02   1.5388549e-01   2.7795884e-01   1.7896451e-01   1.0253744e-01   2.2359657e-01   1.8106457e-01   1.2785513e-02   2.1056374e-01   8.4684841e-02   3.0134638e-01   1.3230256e-01   3.5345584e-01   3.2520063e-01   4.0271200e-01   1.7082722e-01   3.1977321e-01   3.6137991e-01   4.8249169e-01   3.8623098e-01   6.0426599e-01   4.0411640e-01   4.1672592e-01   3.4570695e-01   4.7015655e-01   3.7069118e-01   6.1200448e-01   6.4586990e-01   5.3078390e-01
